genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Masculino,42,85.4,1.88,perdida de peso,1890.38,jueves,"['Flexiones explosivas', 'Flexiones close grip', 'Flexiones hindu', 'Flexiones pino asistidas']","[5, 3, 3, 5]","[21, 23, 15, 21]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Femenino,27,58.7,1.58,perdida de peso,1376.02,miércoles,"['Sentadillas sumo', 'Y raises', 'Wall handstand', 'Sentadillas búlgaras']","[5, 3, 3, 4]","[20, 15, 13, 14]","['pierna', 'hombro', 'hombro', 'pierna']"
Masculino,30,93.8,1.76,aumento de peso,2027.06,viernes,"['Remo archer', 'Plancha lateral', 'Remo invertido']","[4, 2, 3]","[14, 9, 13]","['espalda', 'hombro', 'espalda']"
Femenino,32,71.3,1.56,aumento de peso,1469.88,martes,"['Dominadas pronadas', 'Dominadas pronadas', 'Remo invertido']","[3, 4, 2]","[10, 12, 8]","['espalda', 'espalda', 'espalda']"
Masculino,52,77.0,1.73,perdida de peso,1632.3,lunes,"['Hollow body hold', 'T raises', 'Chin ups']","[3, 2, 2]","[12, 19, 11]","['hombro', 'hombro', 'bicep_tricep']"
Femenino,42,45.7,1.58,perdida de peso,1180.72,miércoles,"['Sentadillas sumo', 'Shrugs calisténicos', 'Hollow body hold']","[3, 4, 3]","[17, 12, 16]","['pierna', 'hombro', 'hombro']"
Masculino,51,95.0,1.73,aumento de peso,1885.7,lunes,"['Dips en paralelas', 'Flexiones pino', 'Shrugs calisténicos']","[4, 3, 3]","[12, 12, 15]","['pecho', 'hombro', 'hombro']"
Femenino,25,71.4,1.73,aumento de peso,1534.34,sábado,"['Sentadillas búlgaras', 'Flexiones archer', 'Chin ups', 'Dominadas anchas']","[5, 6, 6, 4]","[14, 12, 16, 13]","['pierna', 'pecho', 'espalda', 'espalda']"
Masculino,46,80.1,1.76,perdida de peso,1730.57,martes,"['Chin ups', 'Pull ups', 'Dips en silla']","[3, 4, 2]","[11, 12, 14]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,20,69.3,1.71,perdida de peso,1534.08,miércoles,"['Sentadillas sumo', 'Wall sit', 'Sentadillas búlgaras', 'Elevaciones laterales']","[4, 4, 6, 5]","[20, 29, 17, 26]","['pierna', 'pierna', 'pierna', 'hombro']"
Masculino,18,72.0,1.71,aumento de peso,1785.0,sábado,"['Remo archer', 'Sentadillas pistol', 'Dips en paralelas', 'Sentadillas búlgaras']","[5, 4, 4, 3]","[14, 11, 11, 14]","['espalda', 'pierna', 'pecho', 'pierna']"
Femenino,44,67.0,1.59,aumento de peso,1377.6,martes,"['Dips en paralelas', 'Dips en paralelas', 'Pike push ups', 'Pike push ups']","[5, 3, 4, 3]","[18, 17, 12, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,19,88.9,1.82,perdida de peso,2064.73,martes,"['Dominadas pronadas', 'Flexiones hindu', 'Remo archer', 'Flexiones tricep']","[5, 4, 5, 5]","[23, 13, 17, 22]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,24,62.8,1.66,perdida de peso,1443.88,miércoles,"['Hollow body hold', 'Sentadillas sumo', 'Elevación de talones', 'Burpees']","[4, 5, 5, 5]","[20, 18, 26, 30]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,55,75.4,1.67,aumento de peso,1559.98,jueves,"['Flexiones tricep', 'Dips en silla', 'Dips en silla']","[3, 4, 4]","[10, 8, 11]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,26,70.6,1.66,aumento de peso,1509.36,viernes,"['Shrugs calisténicos', 'Handstand push ups', 'Remo con toalla', 'Chin ups']","[5, 5, 4, 3]","[18, 13, 13, 18]","['hombro', 'hombro', 'espalda', 'espalda']"
Masculino,27,77.8,1.85,perdida de peso,1873.26,lunes,"['Flexiones wide grip', 'Flexiones pino asistidas', 'Flexiones pike', 'Chin ups']","[4, 5, 4, 5]","[22, 18, 27, 16]","['pecho', 'pecho', 'pecho', 'bicep_tricep']"
Femenino,38,55.2,1.58,perdida de peso,1290.72,miércoles,"['Wall handstand', 'Burpees', 'Flexiones pino', 'Saltos en caja']","[5, 5, 5, 3]","[17, 17, 23, 24]","['hombro', 'pierna', 'hombro', 'pierna']"
Masculino,46,82.6,1.74,aumento de peso,1754.82,lunes,"['Chin ups', 'Shrugs calisténicos', 'Flexiones pino']","[3, 2, 3]","[15, 9, 14]","['bicep_tricep', 'hombro', 'hombro']"
Femenino,51,64.2,1.63,aumento de peso,1325.02,martes,"['Remo con toalla', 'Dominadas anchas', 'Dominadas supinas']","[2, 3, 4]","[14, 11, 12]","['espalda', 'espalda', 'bicep_tricep']"
Masculino,48,90.3,1.67,perdida de peso,1811.71,viernes,"['Dominadas supinas', 'Chin ups', 'Dominadas neutras']","[3, 4, 4]","[15, 18, 14]","['espalda', 'espalda', 'espalda']"
Femenino,23,62.4,1.68,perdida de peso,1448.34,martes,"['Remo invertido', 'Chin ups', 'Dominadas pronadas', 'Remo invertido']","[5, 5, 6, 4]","[18, 19, 25, 30]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,23,63.1,1.83,aumento de peso,1689.07,lunes,"['Flexiones wide grip', 'Hollow body hold', 'T raises', 'Flexiones pike']","[5, 3, 5, 3]","[16, 16, 18, 18]","['pecho', 'hombro', 'hombro', 'pecho']"
Femenino,19,51.0,1.66,aumento de peso,1354.1,sábado,"['Remo con toalla', 'Flexiones inclinadas', 'Dips en paralelas', 'Sentadillas sumo']","[5, 5, 3, 3]","[15, 11, 17, 13]","['espalda', 'pecho', 'pecho', 'pierna']"
Masculino,43,86.2,1.74,perdida de peso,1824.54,miércoles,"['Sentadillas pistol', 'Plancha lateral', 'Y raises']","[3, 4, 4]","[20, 11, 12]","['pierna', 'hombro', 'hombro']"
Femenino,32,47.4,1.65,perdida de peso,1256.64,jueves,"['Chin ups', 'Pseudo planche', 'Flexiones pike', 'Flexiones explosivas']","[3, 3, 4, 3]","[24, 19, 22, 20]","['bicep_tricep', 'bicep_tricep', 'pecho', 'pecho']"
Masculino,41,63.6,1.77,aumento de peso,1543.52,viernes,"['Dominadas supinas', 'Handstand push ups', 'Dominadas pronadas', 'Handstand push ups']","[5, 5, 5, 3]","[11, 15, 12, 12]","['espalda', 'hombro', 'espalda', 'hombro']"
Femenino,25,71.6,1.63,aumento de peso,1518.26,lunes,"['Dips en paralelas', 'Flexiones pike', 'Chin ups', 'Y raises']","[3, 3, 3, 5]","[10, 12, 15, 15]","['bicep_tricep', 'hombro', 'bicep_tricep', 'hombro']"
Masculino,51,84.0,1.73,perdida de peso,1735.0,miércoles,"['Sentadillas salto', 'T raises', 'Burpees']","[3, 3, 3]","[19, 14, 11]","['pierna', 'hombro', 'pierna']"
Femenino,18,49.6,1.62,perdida de peso,1338.16,miércoles,"['T raises', 'Hollow body hold', 'Plancha lateral', 'Zancadas']","[3, 4, 5, 3]","[20, 16, 25, 13]","['hombro', 'hombro', 'hombro', 'pierna']"
Masculino,55,89.5,1.68,aumento de peso,1758.15,lunes,"['Handstand push ups', 'Flexiones close grip', 'Dips en paralelas']","[2, 2, 4]","[15, 13, 12]","['hombro', 'bicep_tricep', 'pecho']"
Femenino,41,74.1,1.58,aumento de peso,1458.06,lunes,"['Flexiones close grip', 'Dips en paralelas', 'Flexiones declinadas']","[2, 3, 3]","[12, 9, 10]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,51,94.5,1.68,perdida de peso,1853.85,jueves,"['Dominadas supinas', 'Flexiones wide grip', 'Flexiones diamante']","[3, 3, 4]","[19, 15, 19]","['bicep_tricep', 'pecho', 'pecho']"
Femenino,49,71.0,1.56,perdida de peso,1387.1,lunes,"['Flexiones explosivas', 'Elevaciones laterales', 'Handstand hold']","[4, 2, 3]","[14, 11, 14]","['pecho', 'hombro', 'hombro']"
Masculino,40,93.4,1.78,aumento de peso,1963.58,sábado,"['Zancadas laterales', 'Chin ups', 'Chin ups']","[4, 3, 2]","[12, 10, 11]","['pierna', 'espalda', 'espalda']"
Femenino,50,60.3,1.71,aumento de peso,1306.68,martes,"['Pike push ups', 'Remo con toalla', 'Flexiones close grip']","[4, 2, 3]","[13, 15, 11]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,31,76.2,1.83,perdida de peso,1814.14,viernes,"['Pull ups', 'T raises', 'T raises', 'Remo archer']","[5, 4, 5, 5]","[20, 25, 26, 23]","['espalda', 'hombro', 'hombro', 'espalda']"
Femenino,29,63.4,1.62,perdida de peso,1418.94,martes,"['Remo con toalla', 'Pseudo planche', 'Pike push ups', 'Flexiones tricep']","[6, 4, 6, 6]","[27, 25, 24, 20]","['espalda', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,27,94.4,1.78,aumento de peso,2065.68,viernes,"['Dominadas neutras', 'Y raises', 'T raises']","[4, 2, 4]","[15, 11, 14]","['espalda', 'hombro', 'hombro']"
Femenino,42,65.0,1.74,aumento de peso,1394.8,martes,"['Dips entre bancos', 'Chin ups', 'Dominadas anchas', 'Pseudo planche']","[5, 4, 4, 5]","[16, 16, 15, 17]","['bicep_tricep', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,27,93.0,1.77,perdida de peso,2041.5,sábado,"['Dominadas neutras', 'Chin ups', 'Pull ups']","[3, 2, 2]","[15, 11, 14]","['espalda', 'espalda', 'espalda']"
Femenino,53,73.3,1.56,perdida de peso,1390.38,sábado,"['Flexiones hindu', 'Saltos en caja', 'Sentadillas']","[3, 3, 4]","[13, 19, 13]","['pecho', 'pierna', 'pierna']"
Masculino,37,74.1,1.78,aumento de peso,1719.57,martes,"['Dominadas comando', 'Dips entre bancos', 'Pike push ups', 'Flexiones hindu']","[4, 5, 5, 5]","[18, 11, 18, 11]","['espalda', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,34,72.5,1.59,aumento de peso,1477.4,martes,"['Dominadas anchas', 'Flexiones close grip', 'Pseudo planche']","[2, 2, 2]","[9, 12, 8]","['espalda', 'bicep_tricep', 'bicep_tricep']"
Masculino,37,75.8,1.66,perdida de peso,1682.86,martes,"['Remo archer', 'Dips en paralelas', 'Remo con toalla', 'Superman']","[3, 5, 3, 3]","[20, 17, 17, 23]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Femenino,43,63.6,1.69,perdida de peso,1367.66,jueves,"['Flexiones hindu', 'Handstand push ups', 'Pike push ups', 'Flexiones wide grip']","[3, 3, 3, 4]","[17, 19, 17, 18]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,51,64.9,1.9,aumento de peso,1558.33,lunes,"['Flexiones una mano asistidas', 'Flexiones hindu', 'Flexiones tricep']","[3, 3, 3]","[8, 11, 10]","['pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,23,47.8,1.59,aumento de peso,1291.98,martes,"['Chin ups', 'Flexiones hindu', 'Remo archer', 'Handstand push ups']","[3, 3, 3, 4]","[17, 13, 17, 12]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,45,86.8,1.87,perdida de peso,1884.16,sábado,"['Dominadas pronadas', 'Flexiones pino asistidas', 'Dominadas supinas']","[2, 2, 2]","[15, 16, 20]","['espalda', 'pecho', 'espalda']"
Femenino,18,60.6,1.57,perdida de peso,1434.76,jueves,"['Handstand push ups', 'Dominadas supinas', 'Flexiones declinadas', 'Flexiones hindu']","[4, 5, 4, 6]","[30, 16, 23, 28]","['bicep_tricep', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,54,87.5,1.85,aumento de peso,1822.55,jueves,"['Flexiones normales', 'Pike push ups', 'Flexiones archer']","[3, 3, 4]","[11, 9, 9]","['pecho', 'bicep_tricep', 'pecho']"
Femenino,48,45.5,1.59,aumento de peso,1152.4,jueves,"['Flexiones normales', 'Flexiones diamante', 'Flexiones normales']","[2, 4, 2]","[8, 13, 14]","['pecho', 'bicep_tricep', 'pecho']"
Masculino,25,82.3,1.77,perdida de peso,1908.51,jueves,"['Flexiones hindu', 'Flexiones una mano asistidas', 'Dips en paralelas', 'Flexiones pike']","[4, 4, 4, 4]","[24, 25, 21, 14]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Femenino,29,74.0,1.69,perdida de peso,1533.3,jueves,"['Dips en paralelas', 'Flexiones una mano asistidas', 'Dips en paralelas', 'Flexiones diamante']","[5, 3, 4, 5]","[17, 17, 14, 18]","['bicep_tricep', 'pecho', 'bicep_tricep', 'pecho']"
Masculino,36,69.3,1.85,aumento de peso,1695.61,viernes,"['Hollow body hold', 'Chin ups', 'Pull ups', 'Handstand push ups']","[4, 3, 3, 3]","[18, 17, 13, 14]","['hombro', 'espalda', 'espalda', 'hombro']"
Femenino,34,66.0,1.63,aumento de peso,1422.2,jueves,"['Flexiones hindu', 'Handstand push ups', 'Pseudo planche', 'Flexiones pino asistidas']","[5, 6, 4, 5]","[15, 16, 18, 12]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,51,62.3,1.68,perdida de peso,1412.71,lunes,"['Pike push ups', 'Handstand push ups', 'Flexiones diamante']","[2, 2, 3]","[14, 13, 20]","['hombro', 'hombro', 'pecho']"
Femenino,47,72.3,1.59,perdida de peso,1414.38,sábado,"['Flexiones diamante', 'Flexiones archer', 'Remo con toalla']","[4, 2, 2]","[11, 12, 19]","['pecho', 'pecho', 'espalda']"
Masculino,49,71.7,1.68,aumento de peso,1555.09,sábado,"['Flexiones pike', 'Dips en paralelas', 'Remo invertido']","[3, 3, 3]","[13, 11, 12]","['pecho', 'pecho', 'espalda']"
Femenino,21,59.8,1.69,aumento de peso,1434.58,viernes,"['Y raises', 'Elevaciones laterales', 'Flexiones pike', 'Shrugs calisténicos']","[6, 5, 4, 6]","[16, 16, 14, 16]","['hombro', 'hombro', 'hombro', 'hombro']"
Masculino,54,92.2,1.75,perdida de peso,1836.94,jueves,"['Dips entre bancos', 'Flexiones archer', 'Flexiones normales']","[4, 4, 4]","[11, 19, 19]","['bicep_tricep', 'pecho', 'pecho']"
Femenino,52,68.8,1.74,perdida de peso,1384.28,martes,"['Dips en paralelas', 'Dominadas anchas', 'Pull ups']","[2, 2, 2]","[15, 13, 11]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,52,69.6,1.77,aumento de peso,1550.92,martes,"['Dominadas anchas', 'Chin ups', 'Dominadas neutras']","[2, 2, 3]","[11, 11, 14]","['espalda', 'espalda', 'espalda']"
Femenino,40,57.8,1.56,aumento de peso,1302.68,martes,"['Chin ups', 'Flexiones tricep', 'Dominadas supinas', 'Dips en silla']","[3, 3, 4, 5]","[17, 10, 13, 10]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,50,94.9,1.87,perdida de peso,1961.13,jueves,"['Flexiones archer', 'Handstand push ups', 'Flexiones pike']","[2, 4, 4]","[13, 19, 17]","['pecho', 'bicep_tricep', 'pecho']"
Femenino,28,60.4,1.68,perdida de peso,1405.64,jueves,"['Pike push ups', 'Flexiones hindu', 'Flexiones inclinadas', 'Dips en silla']","[4, 5, 5, 4]","[22, 29, 15, 25]","['bicep_tricep', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,48,60.2,1.79,aumento de peso,1459.34,viernes,"['T raises', 'Pull ups', 'Chin ups']","[4, 2, 2]","[15, 12, 8]","['hombro', 'espalda', 'espalda']"
Femenino,47,57.4,1.58,aumento de peso,1269.54,viernes,"['Chin ups', 'Remo invertido', 'Dominadas anchas']","[3, 3, 2]","[12, 11, 14]","['espalda', 'espalda', 'espalda']"
Masculino,25,78.1,1.78,perdida de peso,1855.97,sábado,"['Flexiones archer', 'Flexiones una mano asistidas', 'Burpees', 'Flexiones wide grip']","[6, 5, 5, 5]","[17, 22, 27, 22]","['pecho', 'pecho', 'pierna', 'pecho']"
Femenino,23,70.9,1.69,perdida de peso,1531.74,martes,"['Pull ups', 'Pike push ups', 'Remo archer', 'Dominadas supinas']","[5, 6, 6, 4]","[24, 21, 19, 18]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,35,89.6,1.81,aumento de peso,1960.52,miércoles,"['Sentadillas salto', 'Sentadillas', 'Zancadas laterales', 'Zancadas']","[4, 4, 5, 5]","[15, 15, 11, 16]","['pierna', 'pierna', 'pierna', 'pierna']"
Femenino,50,52.1,1.68,aumento de peso,1222.56,jueves,"['Flexiones archer', 'Flexiones declinadas', 'Flexiones diamante']","[3, 4, 2]","[13, 14, 8]","['pecho', 'pecho', 'bicep_tricep']"
Masculino,30,66.9,1.66,perdida de peso,1608.53,sábado,"['Flexiones pino asistidas', 'Dominadas supinas', 'Sentadillas búlgaras', 'Flexiones hindu']","[4, 4, 4, 3]","[22, 25, 18, 25]","['pecho', 'espalda', 'pierna', 'pecho']"
Femenino,46,45.1,1.6,perdida de peso,1159.76,viernes,"['Hollow body hold', 'Dominadas pronadas', 'Flexiones pino']","[2, 3, 2]","[18, 18, 14]","['hombro', 'espalda', 'hombro']"
Masculino,24,94.2,1.78,aumento de peso,2083.34,martes,"['Flexiones close grip', 'Chin ups', 'Dominadas pronadas']","[3, 4, 4]","[12, 12, 9]","['bicep_tricep', 'bicep_tricep', 'espalda']"
Femenino,51,54.7,1.66,aumento de peso,1239.22,jueves,"['Flexiones explosivas', 'Flexiones pino asistidas', 'Flexiones tricep']","[4, 2, 2]","[13, 15, 8]","['pecho', 'pecho', 'bicep_tricep']"
Masculino,20,66.5,1.7,perdida de peso,1691.05,miércoles,"['Zancadas laterales', 'Elevación de talones', 'Sentadillas', 'Sentadillas salto']","[4, 5, 4, 3]","[18, 25, 14, 23]","['pierna', 'pierna', 'pierna', 'pierna']"
Femenino,36,75.0,1.63,perdida de peso,1499.2,lunes,"['Plancha lateral', 'Flexiones close grip', 'Dips entre bancos']","[3, 4, 2]","[19, 11, 15]","['hombro', 'bicep_tricep', 'bicep_tricep']"
Masculino,51,84.5,1.85,aumento de peso,1801.85,miércoles,"['Burpees', 'Sentadillas', 'Sentadillas búlgaras']","[4, 4, 4]","[13, 13, 12]","['pierna', 'pierna', 'pierna']"
Femenino,48,57.7,1.66,aumento de peso,1282.12,sábado,"['Dominadas supinas', 'Pull ups', 'Chin ups']","[3, 2, 3]","[15, 14, 13]","['espalda', 'espalda', 'espalda']"
Masculino,47,64.9,1.71,perdida de peso,1490.53,viernes,"['Dominadas neutras', 'T raises', 'Dominadas comando']","[2, 4, 4]","[14, 16, 19]","['espalda', 'hombro', 'espalda']"
Femenino,38,46.7,1.72,perdida de peso,1234.32,martes,"['Dominadas comando', 'Chin ups', 'Dominadas supinas', 'Pseudo planche']","[4, 5, 3, 3]","[21, 14, 25, 24]","['espalda', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,26,75.5,1.7,aumento de peso,1773.55,martes,"['Dominadas supinas', 'Handstand push ups', 'Pseudo planche', 'Handstand push ups']","[3, 5, 4, 3]","[17, 11, 10, 18]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,24,52.0,1.66,aumento de peso,1340.2,miércoles,"['Burpees', 'Handstand hold', 'Sentadillas salto', 'Sentadillas']","[5, 3, 3, 4]","[12, 17, 15, 16]","['pierna', 'hombro', 'pierna', 'pierna']"
Masculino,55,80.5,1.71,perdida de peso,1649.85,lunes,"['Flexiones pino', 'Plancha lateral', 'Flexiones pino']","[2, 2, 3]","[17, 13, 13]","['hombro', 'hombro', 'hombro']"
Femenino,31,74.3,1.67,perdida de peso,1523.18,martes,"['Dips en silla', 'Flexiones diamante', 'Pseudo planche', 'Remo invertido']","[5, 4, 3, 4]","[14, 13, 24, 22]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,43,82.8,1.73,aumento de peso,1772.96,miércoles,"['Zancadas laterales', 'Flexiones pino', 'Plancha lateral', 'Handstand hold']","[5, 5, 3, 4]","[16, 12, 14, 10]","['pierna', 'hombro', 'hombro', 'hombro']"
Femenino,36,54.6,1.58,aumento de peso,1294.36,miércoles,"['Sentadillas pistol', 'Pike push ups', 'Elevaciones laterales', 'Zancadas salto']","[3, 5, 3, 4]","[18, 11, 16, 14]","['pierna', 'hombro', 'hombro', 'pierna']"
Masculino,38,66.0,1.73,perdida de peso,1576.8,sábado,"['Remo archer', 'Elevación de talones', 'Flexiones pike', 'Dominadas neutras']","[5, 4, 3, 4]","[14, 23, 15, 22]","['espalda', 'pierna', 'pecho', 'espalda']"
Femenino,21,58.8,1.55,perdida de peso,1399.78,martes,"['Dominadas pronadas', 'Handstand push ups', 'Flexiones diamante', 'Flexiones close grip']","[4, 3, 5, 4]","[16, 22, 20, 17]","['espalda', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,42,69.9,1.8,aumento de peso,1638.03,lunes,"['Flexiones diamante', 'Flexiones pino', 'Y raises', 'Dips entre bancos']","[4, 5, 3, 4]","[16, 14, 11, 13]","['pecho', 'hombro', 'hombro', 'bicep_tricep']"
Femenino,43,45.9,1.68,aumento de peso,1195.94,sábado,"['Elevación de talones', 'Sentadillas salto', 'Sentadillas sumo']","[2, 2, 2]","[8, 10, 15]","['pierna', 'pierna', 'pierna']"
Masculino,45,86.1,1.82,perdida de peso,1849.57,sábado,"['Flexiones una mano asistidas', 'Zancadas salto', 'Pull ups']","[2, 2, 3]","[14, 12, 18]","['pecho', 'pierna', 'espalda']"
Femenino,51,60.8,1.75,perdida de peso,1313.98,martes,"['Pike push ups', 'Remo con toalla', 'Remo invertido']","[2, 4, 3]","[18, 16, 12]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,41,89.7,1.73,aumento de peso,1881.09,lunes,"['Flexiones inclinadas', 'Chin ups', 'Handstand push ups']","[4, 2, 3]","[11, 11, 12]","['pecho', 'bicep_tricep', 'hombro']"
Femenino,24,46.1,1.63,aumento de peso,1278.16,lunes,"['Handstand push ups', 'Flexiones una mano asistidas', 'Dips en paralelas', 'Wall handstand']","[4, 4, 4, 5]","[16, 18, 16, 11]","['hombro', 'pecho', 'pecho', 'hombro']"
Masculino,49,93.2,1.69,perdida de peso,1854.64,martes,"['Pseudo planche', 'Dips entre bancos', 'Flexiones tricep']","[2, 2, 3]","[15, 19, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,19,68.8,1.66,perdida de peso,1524.98,martes,"['Handstand push ups', 'Pike push ups', 'Dips en silla', 'Superman']","[6, 4, 4, 4]","[19, 28, 20, 27]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,27,81.0,1.69,aumento de peso,1837.1,sábado,"['Dominadas pronadas', 'Dominadas supinas', 'Remo con toalla']","[4, 2, 2]","[15, 9, 12]","['espalda', 'espalda', 'espalda']"
Femenino,41,66.2,1.72,aumento de peso,1407.42,viernes,"['Pull ups', 'Flexiones pino', 'Dominadas supinas', 'T raises']","[3, 4, 4, 3]","[18, 17, 14, 10]","['espalda', 'hombro', 'espalda', 'hombro']"
Masculino,27,85.2,1.84,perdida de peso,1969.64,miércoles,"['Pike push ups', 'Flexiones pike', 'Saltos en caja', 'Zancadas laterales']","[4, 3, 5, 4]","[21, 13, 19, 14]","['hombro', 'hombro', 'pierna', 'pierna']"
Femenino,23,54.1,1.67,perdida de peso,1366.86,sábado,"['Chin ups', 'Sentadillas salto', 'Elevación de talones', 'Saltos en caja']","[5, 3, 5, 4]","[13, 13, 24, 25]","['espalda', 'pierna', 'pierna', 'pierna']"
Masculino,32,88.4,1.66,aumento de peso,1889.48,sábado,"['Flexiones wide grip', 'Sentadillas búlgaras', 'Muscle ups']","[4, 4, 3]","[12, 15, 9]","['pecho', 'pierna', 'espalda']"
Femenino,39,53.9,1.62,aumento de peso,1280.74,jueves,"['Handstand push ups', 'Flexiones pino asistidas', 'Flexiones inclinadas', 'Flexiones inclinadas']","[5, 5, 4, 3]","[18, 13, 18, 14]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Masculino,24,70.1,1.72,perdida de peso,1723.17,miércoles,"['Sentadillas sumo', 'Plancha lateral', 'Hollow body hold', 'Shrugs calisténicos']","[4, 4, 5, 3]","[21, 13, 20, 25]","['pierna', 'hombro', 'hombro', 'hombro']"
Femenino,41,52.4,1.61,perdida de peso,1255.14,jueves,"['Dips en silla', 'Flexiones archer', 'Flexiones diamante', 'Dips en paralelas']","[5, 4, 5, 4]","[20, 14, 22, 17]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Masculino,28,66.8,1.74,aumento de peso,1660.76,viernes,"['Superman', 'Plancha lateral', 'Pull ups', 'Muscle ups']","[4, 4, 4, 3]","[16, 11, 17, 12]","['espalda', 'hombro', 'espalda', 'espalda']"
